Location,Plot,Entry,envi,Genotype,Source,CL,CW,CWT,DTA,DTS,EH,EL,EWT,GWT,KD,KRN,PHt
Minnesota,102053,Inbred012,102,Mo17,"NIL2613-3,5,8",158.797625,18.49857306,10.3,82.5,85,105.3666667,158.6626875,91.30833334,81.00833334,5.119264167,11.33333333,198.5833333
Minnesota,102051,Inbred014,102,B004,NIL2704-1,125.9663611,26.12125417,16.76666667,83,84.5,94.75,123.0580611,140.4833333,123.7166667,4.308801319,18.66666667,189.7
Minnesota,102052,Inbred015,102,B040,NIL2740-4,124.8903889,23.96366528,17.25,81.5,80,84.91666667,124.9732917,103.025,85.775,4.689545556,16.66666667,183.9
Minnesota,102066,Inbred016,102,B043,NIL2743-1,113.5736306,22.29128342,10.71166667,81,81.5,85.43333333,111.2770472,84.165,73.45333334,4.186510903,14.93333333,159.6833333
Minnesota,102070,Inbred017,102,B049,NIL2749-1,117.69725,28.21596042,20.84583334,86,86,102.6666667,117.1217812,122.2625,101.4166667,4.284618403,17.08333333,184.9583333
Minnesota,102074,Inbred018,102,B055,NIL2755-1,118.4521944,25.55839722,14.75833333,84,84.5,133.5166667,120.0392535,109.6333333,94.87500002,4.231093194,18,210.5
Minnesota,102081,Inbred019,102,B102,NIL2802-4,114.9085417,25.74519306,14.3,83,83,95.83333333,112.8306806,188.0916667,173.7916667,3.864124931,18,178.3333333
Minnesota,102068,Inbred020,102,B107,NIL2807-1,111.6947361,26.82522222,17.79166667,83.5,83,112.5833333,110.5049931,108.5041667,90.7125,4.043291944,17.83333333,195.6166667
Minnesota,102076,Inbred021,102,B111,NIL2811-1,125.9910556,26.12442917,17.35,83,83.5,110.75,123.5859931,121.225,103.875,4.094815139,19.33333333,190.3333333
Minnesota,102054,Inbred022,102,B122,NIL2822-4,112.5526917,26.94065111,14.88,83,83.5,119.375,111.3737083,110.2333334,95.35333335,4.367701979,18.96666667,214.75
Minnesota,102055,Inbred023,102,B123,NIL2823-1,98.63402082,26.47897083,13.325,87.5,89,128.0166667,97.6025868,68.825,55.5,5.561903264,17.91666667,222.3333333
Minnesota,102056,Inbred024,102,B125,NIL2825-1,135.4063417,25.12017667,19.53333334,83.5,83.5,130,134.0347417,133.11,113.5766667,4.377855806,16.86666667,223.8833333
Minnesota,102065,Inbred025,102,B131,NIL2831-1,124.6293333,25.94848125,17.6125,82,82.5,106.4,123.269375,123.825,106.2125,3.826205729,18.25,192.55
Minnesota,102058,Inbred026,102,B154,NIL2854-1,120.4224583,23.70310361,13.625,81.5,82.5,98.25,118.6818528,98.88333334,85.25833332,3.860651833,16.5,182.6666667
Minnesota,102073,Inbred027,102,B175,NIL2875-4,105.7292639,24.78775417,14.6,80.5,81,83.91666667,106.6156181,111.3833333,96.78333333,4.5837475,17.16666667,165.25
Minnesota,102063,Inbred028,102,B189,NIL2889-4,110.804325,24.92847722,14.52,81.5,82.5,98,107.2047569,101.7116667,87.19166667,4.156226694,16.16666667,193.7833333
Minnesota,102080,Inbred029_33,102,B73,NIL2655-1-10,118.1063311,25.82027828,18.09358333,83.3,83.7,113.1,117.5254472,116.3010833,98.20750001,4.267131914,16.92666667,197.85
